Cronograma da Complementação da União-VAAF 2026 - Portaria Interministerial MEC MF nº 11, de 28 de Agosto de 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;"Janeiro do
Ano Seguinte";Total
BA;SAO FELIPE;2929107; 620.208,71 ; 682.229,58 ; 744.250,45 ; 806.271,33 ; 948.650,71 ; 1.004.357,49 ; 1.004.357,49 ; 1.071.314,66 ; 1.167.489,04 ; 1.152.826,23 ; 1.152.826,23 ; 1.152.826,23 ; 2.129.724,82 ; 13.637.332,97 
BA;SAO FELIX;2929008; 254.995,45 ; 280.495,00 ; 305.994,54 ; 331.494,09 ; 390.032,59 ; 412.936,14 ; 412.936,14 ; 440.465,22 ; 469.932,32 ; 472.535,35 ; 472.535,35 ; 472.535,35 ; 872.959,21 ; 5.589.846,76 
BA;SAO FELIX DO CORIBE;2929057; 387.982,82 ; 426.781,10 ; 465.579,38 ; 504.377,66 ; 593.445,66 ; 628.294,06 ; 628.294,06 ; 670.180,33 ; 715.015,36 ; 718.975,95 ; 718.975,95 ; 718.975,95 ; 1.328.232,21 ; 8.505.110,51 
BA;SAO FRANCISCO DO CONDE;2929206; 637.774,94 ; 701.552,44 ; 765.329,93 ; 829.107,43 ; 975.519,43 ; 1.032.804,01 ; 1.032.804,01 ; 1.101.657,61 ; 1.200.501,34 ; 1.185.470,01 ; 1.185.470,01 ; 1.185.470,01 ; 2.190.030,77 ; 14.023.491,93 
BA;SAO GABRIEL;2929255; 374.271,01 ; 411.698,11 ; 449.125,21 ; 486.552,31 ; 572.472,54 ; 606.089,34 ; 606.089,34 ; 646.495,30 ; 690.619,38 ; 693.691,54 ; 693.691,54 ; 693.691,54 ; 1.281.521,92 ; 8.206.009,06 
BA;SAO GONCALO DOS CAMPOS;2929305; 422.289,15 ; 464.518,07 ; 506.746,98 ; 548.975,90 ; 645.919,51 ; 683.849,27 ; 683.849,27 ; 729.439,22 ; 778.359,39 ; 782.566,75 ; 782.566,75 ; 782.566,75 ; 1.445.709,51 ; 9.257.356,52 
BA;SAO JOSE DA VITORIA;2929354; 110.984,93 ; 122.083,42 ; 133.181,91 ; 144.280,41 ; 169.758,87 ; 179.727,47 ; 179.727,47 ; 191.709,30 ; 211.125,96 ; 206.611,63 ; 206.611,63 ; 206.611,63 ; 381.693,19 ; 2.444.107,83 
BA;SAO JOSE DO JACUIPE;2929370; 283.769,15 ; 312.146,06 ; 340.522,98 ; 368.899,89 ; 434.043,89 ; 459.531,87 ; 459.531,87 ; 490.167,33 ; 522.959,50 ; 525.856,26 ; 525.856,26 ; 525.856,26 ; 971.463,96 ; 6.220.605,30 
BA;SAO MIGUEL DAS MATAS;2929404; 165.111,48 ; 181.622,62 ; 198.133,77 ; 214.644,91 ; 252.549,04 ; 267.379,26 ; 267.379,26 ; 285.204,54 ; 305.686,78 ; 306.171,00 ; 306.171,00 ; 306.171,00 ; 565.618,63 ; 3.621.843,29 
BA;SAO SEBASTIAO DO PASSE;2929503; 542.221,31 ; 596.443,44 ; 650.665,58 ; 704.887,71 ; 829.363,77 ; 878.065,77 ; 878.065,77 ; 936.603,49 ; 999.711,58 ; 1.004.861,65 ; 1.004.861,65 ; 1.004.861,65 ; 1.856.375,89 ; 11.886.989,25 
BA;SAPEACU;2929602; 525.270,76 ; 577.797,84 ; 630.324,92 ; 682.851,99 ; 803.436,77 ; 850.616,28 ; 850.616,28 ; 907.324,03 ; 973.720,88 ; 974.201,95 ; 974.201,95 ; 974.201,95 ; 1.799.735,31 ; 11.524.300,90 
BA;SATIRO DIAS;2929701; 544.607,11 ; 599.067,82 ; 653.528,53 ; 707.989,24 ; 833.012,99 ; 881.929,29 ; 881.929,29 ; 940.724,58 ; 1.011.050,02 ; 1.010.277,01 ; 1.010.277,01 ; 1.010.277,01 ; 1.866.380,18 ; 11.951.050,07 
BA;SAUBARA;2929750; 199.586,21 ; 219.544,83 ; 239.503,45 ; 259.462,08 ; 304.135,33 ; 322.904,64 ; 322.904,64 ; 344.431,62 ; 370.469,30 ; 369.938,56 ; 369.938,56 ; 369.938,56 ; 683.422,47 ; 4.376.180,27 
BA;SAUDE;2929800; 219.035,39 ; 240.938,93 ; 262.842,47 ; 284.746,00 ; 335.029,28 ; 354.702,91 ; 354.702,91 ; 378.349,77 ; 406.354,18 ; 406.282,97 ; 406.282,97 ; 406.282,97 ; 750.564,93 ; 4.806.115,67 
BA;SEABRA;2929909; 796.726,69 ; 876.399,36 ; 956.072,03 ; 1.035.744,70 ; 1.146.964,56 ; 1.271.270,38 ; 1.271.270,38 ; 1.356.021,74 ; 1.473.968,05 ; 1.458.653,03 ; 1.458.653,03 ; 1.458.653,03 ; 2.694.707,58 ; 17.255.104,55 
BA;SEBASTIAO LARANJEIRAS;2930006; 220.852,84 ; 242.938,12 ; 265.023,40 ; 287.108,69 ; 337.809,18 ; 357.646,06 ; 357.646,06 ; 381.489,13 ; 415.079,21 ; 410.420,83 ; 410.420,83 ; 410.420,83 ; 758.209,18 ; 4.855.064,35 
BA;SENHOR DO BONFIM;2930105; 1.536.242,32 ; 1.689.866,55 ; 1.843.490,79 ; 1.997.115,02 ; 2.349.785,39 ; 2.487.769,78 ; 2.487.769,78 ; 2.653.621,09 ; 2.853.723,04 ; 2.850.063,67 ; 2.850.063,67 ; 2.850.063,67 ; 5.265.191,93 ; 33.714.766,69 
BA;SENTO SE;2930204; 910.122,64 ; 1.001.134,91 ; 1.092.147,17 ; 1.183.159,44 ; 1.392.093,46 ; 1.473.840,15 ; 1.473.840,15 ; 1.572.096,16 ; 1.700.932,79 ; 1.689.949,16 ; 1.689.949,16 ; 1.689.949,16 ; 3.122.002,77 ; 19.991.217,11 
BA;SERRA DO RAMALHO;2930154; 793.985,97 ; 873.384,57 ; 952.783,17 ; 1.032.181,77 ; 1.214.454,66 ; 1.285.770,02 ; 1.285.770,02 ; 1.371.488,02 ; 1.463.240,48 ; 1.471.345,63 ; 1.471.345,63 ; 1.471.345,63 ; 2.718.155,81 ; 17.405.251,39 
BA;SERRA DOURADA;2930303; 278.390,87 ; 306.229,96 ; 334.069,05 ; 361.908,14 ; 425.817,47 ; 450.822,37 ; 450.822,37 ; 480.877,19 ; 513.047,84 ; 515.889,71 ; 515.889,71 ; 515.889,71 ; 953.051,81 ; 6.102.706,21 
BA;SERRA PRETA;2930402; 349.660,29 ; 384.626,32 ; 419.592,35 ; 454.558,38 ; 534.828,80 ; 566.235,09 ; 566.235,09 ; 603.984,10 ; 644.390,60 ; 647.959,99 ; 647.959,99 ; 647.959,99 ; 1.197.037,72 ; 7.665.028,71 
BA;SERRINHA;2930501; 1.760.959,78 ; 1.937.055,75 ; 2.113.151,73 ; 2.289.247,71 ; 2.693.505,76 ; 2.851.674,14 ; 2.851.674,14 ; 3.041.785,75 ; 3.248.520,25 ; 3.263.721,15 ; 3.263.721,15 ; 3.263.721,15 ; 6.029.380,48 ; 38.608.118,94 
BA;SERROLANDIA;2930600; 286.191,48 ; 314.810,63 ; 343.429,78 ; 372.048,93 ; 437.749,02 ; 463.454,57 ; 463.454,57 ; 494.351,54 ; 531.071,06 ; 530.867,52 ; 530.867,52 ; 530.867,52 ; 980.721,73 ; 6.279.885,87 
BA;SIMOES FILHO;2930709; 1.683.618,24 ; 1.851.980,07 ; 2.020.341,89 ; 2.188.703,72 ; 2.575.206,72 ; 2.726.428,33 ; 2.726.428,33 ; 2.908.190,22 ; 3.178.691,65 ; 3.130.811,57 ; 3.130.811,57 ; 3.130.811,57 ; 5.783.844,06 ; 37.035.867,93 
BA;SITIO DO MATO;2930758; 360.462,47 ; 396.508,72 ; 432.554,97 ; 468.601,21 ; 551.351,46 ; 583.727,99 ; 583.727,99 ; 622.643,19 ; 664.297,98 ; 667.977,64 ; 667.977,64 ; 667.977,64 ; 1.234.018,22 ; 7.901.827,14 
BA;SITIO DO QUINTO;2930766; 294.996,74 ; 324.496,41 ; 353.996,08 ; 383.495,75 ; 451.217,23 ; 477.713,67 ; 477.713,67 ; 509.561,25 ; 552.126,97 ; 547.876,22 ; 547.876,22 ; 547.876,22 ; 1.012.143,52 ; 6.481.089,97 
BA;SOBRADINHO;2930774; 479.151,38 ; 527.066,52 ; 574.981,66 ; 622.896,79 ; 667.092,05 ; 758.546,77 ; 758.546,77 ; 809.116,55 ; 875.690,50 ; 869.810,37 ; 869.810,37 ; 869.810,37 ; 1.606.882,88 ; 10.289.402,97 
BA;SOUTO SOARES;2930808; 419.596,99 ; 461.556,70 ; 503.516,40 ; 545.476,10 ; 641.801,68 ; 679.489,63 ; 679.489,63 ; 724.788,94 ; 793.550,29 ; 780.464,17 ; 780.464,17 ; 780.464,17 ; 1.441.825,21 ; 9.232.484,08 
BA;TABOCAS DO BREJO VELHO;2930907; 186.037,87 ; 204.641,66 ; 223.245,45 ; 241.849,23 ; 284.557,37 ; 301.267,18 ; 301.267,18 ; 321.351,66 ; 342.850,06 ; 344.749,17 ; 344.749,17 ; 344.749,17 ; 636.887,72 ; 4.078.202,91 
BA;TANHACU;2931004; 560.584,99 ; 616.643,49 ; 672.701,99 ; 728.760,49 ; 857.452,24 ; 907.803,66 ; 907.803,66 ; 968.323,90 ; 1.049.412,20 ; 1.041.162,88 ; 1.041.162,88 ; 1.041.162,88 ; 1.923.438,57 ; 12.316.413,80 
BA;TANQUE NOVO;2931053; 374.491,64 ; 411.940,80 ; 449.389,96 ; 486.839,13 ; 504.261,55 ; 588.336,63 ; 588.336,63 ; 627.559,07 ; 669.542,73 ; 673.251,45 ; 673.251,45 ; 673.251,45 ; 1.243.761,02 ; 7.964.213,52 
BA;TANQUINHO;2931103; 194.393,63 ; 213.833,00 ; 233.272,37 ; 252.711,73 ; 297.338,07 ; 314.798,39 ; 314.798,39 ; 335.784,95 ; 359.724,08 ; 360.444,62 ; 360.444,62 ; 360.444,62 ; 665.883,41 ; 4.263.871,91 
BA;TAPEROA;2931202; 438.960,14 ; 482.856,15 ; 526.752,17 ; 570.648,18 ; 671.418,89 ; 710.846,04 ; 710.846,04 ; 758.235,77 ; 827.030,80 ; 816.030,60 ; 816.030,60 ; 816.030,60 ; 1.507.530,44 ; 9.653.216,42 
BA;TAPIRAMUTA;2931301; 385.818,69 ; 424.400,56 ; 462.982,43 ; 501.564,30 ; 590.135,49 ; 624.789,50 ; 624.789,50 ; 666.442,14 ; 729.816,87 ; 717.656,72 ; 717.656,72 ; 717.656,72 ; 1.325.795,08 ; 8.489.504,74 
BA;TEIXEIRA DE FREITAS;2931350; 1.922.798,40 ; 2.115.078,24 ; 2.307.358,08 ; 2.499.637,92 ; 2.941.048,76 ; 3.113.753,39 ; 3.113.753,39 ; 3.321.336,95 ; 3.545.138,50 ; 3.563.392,23 ; 3.563.392,23 ; 3.563.392,23 ; 6.582.991,18 ; 42.153.071,51 
BA;TEODORO SAMPAIO;2931400; 98.437,04 ; 108.280,74 ; 118.124,44 ; 127.968,15 ; 150.566,03 ; 159.407,59 ; 159.407,59 ; 170.034,76 ; 183.146,89 ; 182.663,69 ; 182.663,69 ; 182.663,69 ; 337.451,90 ; 2.160.816,22 
BA;TEOFILANDIA;2931509; 503.352,98 ; 553.688,28 ; 604.023,58 ; 654.358,88 ; 769.912,06 ; 815.122,93 ; 815.122,93 ; 869.464,46 ; 939.063,74 ; 934.407,25 ; 934.407,25 ; 934.407,25 ; 1.726.218,81 ; 11.053.550,39 
BA;TEOLANDIA;2931608; 301.954,06 ; 332.149,46 ; 362.344,87 ; 392.540,27 ; 461.858,93 ; 488.980,27 ; 488.980,27 ; 521.578,95 ; 558.785,86 ; 559.886,27 ; 559.886,27 ; 559.886,27 ; 1.034.330,81 ; 6.623.162,56 
BA;TERRA NOVA;2931707; 208.788,56 ; 229.667,42 ; 250.546,28 ; 271.425,14 ; 319.356,07 ; 338.109,34 ; 338.109,34 ; 360.649,97 ; 384.777,44 ; 386.908,78 ; 386.908,78 ; 386.908,78 ; 714.773,15 ; 4.576.929,05 
BA;TREMEDAL;2931806; 343.550,61 ; 377.905,67 ; 412.260,73 ; 446.615,79 ; 525.483,63 ; 556.341,15 ; 556.341,15 ; 593.430,56 ; 639.716,73 ; 637.581,28 ; 637.581,28 ; 637.581,28 ; 1.177.864,15 ; 7.542.254,02 
BA;TUCANO;2931905; 1.275.720,59 ; 1.403.292,65 ; 1.530.864,71 ; 1.658.436,77 ; 1.951.299,97 ; 2.065.884,45 ; 2.065.884,45 ; 2.203.610,08 ; 2.361.677,67 ; 2.365.579,03 ; 2.365.579,03 ; 2.365.579,03 ; 4.370.157,68 ; 27.983.566,11 
BA;UAUA;2932002; 628.856,06 ; 691.741,66 ; 754.627,27 ; 817.512,88 ; 961.877,40 ; 1.018.360,89 ; 1.018.360,89 ; 1.086.251,61 ; 1.174.894,17 ; 1.167.628,88 ; 1.167.628,88 ; 1.167.628,88 ; 2.157.071,16 ; 13.812.440,63 
BA;UBAIRA;2932101; 413.561,01 ; 454.917,10 ; 496.273,20 ; 537.629,30 ; 632.569,21 ; 669.715,02 ; 669.715,02 ; 714.362,69 ; 778.579,95 ; 768.727,87 ; 768.727,87 ; 768.727,87 ; 1.420.143,63 ; 9.093.649,75 
BA;UBAITABA;2932200; 351.472,61 ; 386.619,87 ; 421.767,13 ; 456.914,39 ; 537.600,85 ; 569.169,93 ; 569.169,93 ; 607.114,59 ; 660.211,69 ; 653.106,01 ; 653.106,01 ; 653.106,01 ; 1.206.544,45 ; 7.725.903,47 
BA;UBATA;2932309; 324.465,13 ; 356.911,64 ; 389.358,15 ; 421.804,67 ; 496.291,11 ; 525.434,38 ; 525.434,38 ; 560.463,34 ; 607.388,46 ; 602.621,12 ; 602.621,12 ; 602.621,12 ; 1.113.278,95 ; 7.128.693,58 
BA;UIBAI;2932408; 249.284,86 ; 274.213,34 ; 299.141,83 ; 324.070,31 ; 381.297,86 ; 403.688,48 ; 403.688,48 ; 430.601,05 ; 459.408,24 ; 461.952,98 ; 461.952,98 ; 461.952,98 ; 853.409,39 ; 5.464.662,78 
BA;UMBURANAS;2932457; 301.808,39 ; 331.989,22 ; 362.170,06 ; 392.350,90 ; 461.636,10 ; 488.744,36 ; 488.744,36 ; 521.327,32 ; 560.791,51 ; 559.942,03 ; 559.942,03 ; 559.942,03 ; 1.034.433,82 ; 6.623.822,14 
BA;UNA;2932507; 516.970,66 ; 568.667,73 ; 620.364,79 ; 672.061,86 ; 790.741,21 ; 837.175,21 ; 837.175,21 ; 892.986,89 ; 959.718,27 ; 959.006,21 ; 959.006,21 ; 959.006,21 ; 1.771.662,79 ; 11.344.543,25 
BA;URANDI;2932606; 413.725,92 ; 455.098,50 ; 496.471,10 ; 537.843,69 ; 632.821,46 ; 669.982,08 ; 669.982,08 ; 714.647,55 ; 773.751,14 ; 768.298,34 ; 768.298,34 ; 768.298,34 ; 1.419.350,13 ; 9.088.568,66 
BA;URUCUCA;2932705; 390.404,91 ; 429.445,40 ; 468.485,89 ; 507.526,38 ; 597.150,42 ; 632.216,36 ; 632.216,36 ; 674.364,12 ; 731.287,20 ; 725.155,57 ; 725.155,57 ; 725.155,57 ; 1.339.648,41 ; 8.578.212,18 
BA;UTINGA;2932804; 243.303,28 ; 267.633,61 ; 291.963,94 ; 316.294,27 ; 372.148,65 ; 394.002,01 ; 394.002,01 ; 420.268,81 ; 455.219,51 ; 451.847,34 ; 451.847,34 ; 451.847,34 ; 834.740,30 ; 5.345.118,41 
BA;VALENCA;2932903; 1.364.221,79 ; 1.500.643,96 ; 1.637.066,14 ; 1.773.488,32 ; 2.086.668,46 ; 2.209.202,07 ; 2.209.202,07 ; 2.356.482,21 ; 2.537.939,75 ; 2.531.466,96 ; 2.531.466,96 ; 2.531.466,96 ; 4.676.618,12 ; 29.945.933,77 
BA;VALENTE;2933000; 588.053,17 ; 646.858,48 ; 705.663,80 ; 764.469,12 ; 804.376,05 ; 927.163,01 ; 927.163,01 ; 988.973,88 ; 1.059.565,21 ; 1.061.615,10 ; 1.061.615,10 ; 1.061.615,10 ; 1.961.221,89 ; 12.558.352,91 
BA;VARZEA DA ROCA;2933059; 469.909,47 ; 516.900,42 ; 563.891,36 ; 610.882,31 ; 718.757,96 ; 760.964,96 ; 760.964,96 ; 811.695,95 ; 865.998,37 ; 870.795,28 ; 870.795,28 ; 870.795,28 ; 1.608.702,41 ; 10.301.054,01 
BA;VARZEA DO POCO;2933109; 200.659,43 ; 220.725,37 ; 240.791,32 ; 260.857,26 ; 306.922,02 ; 324.945,14 ; 324.945,14 ; 346.608,14 ; 370.519,39 ; 371.948,15 ; 371.948,15 ; 371.948,15 ; 687.134,96 ; 4.399.952,62 
BA;VARZEA NOVA;2933158; 263.910,34 ; 290.301,37 ; 316.692,41 ; 343.083,44 ; 403.668,52 ; 427.372,79 ; 427.372,79 ; 455.864,31 ; 495.839,06 ; 490.413,04 ; 490.413,04 ; 490.413,04 ; 905.986,36 ; 5.801.330,52 
BA;VARZEDO;2933174; 166.338,48 ; 182.972,32 ; 199.606,17 ; 216.240,02 ; 254.425,82 ; 269.366,25 ; 269.366,25 ; 287.324,00 ; 306.788,41 ; 308.278,69 ; 308.278,69 ; 308.278,69 ; 569.512,36 ; 3.646.776,15 
BA;VERA CRUZ;2933208; 780.391,54 ; 858.430,69 ; 936.469,84 ; 1.014.508,99 ; 1.193.661,05 ; 1.263.755,36 ; 1.263.755,36 ; 1.348.005,72 ; 1.463.632,11 ; 1.449.797,90 ; 1.449.797,90 ; 1.449.797,90 ; 2.678.348,67 ; 17.150.353,05 
BA;VEREDA;2933257; 121.116,63 ; 133.228,29 ; 145.339,95 ; 157.451,62 ; 185.255,99 ; 196.134,61 ; 196.134,61 ; 209.210,25 ; 224.304,73 ; 224.600,09 ; 224.600,09 ; 224.600,09 ; 414.924,97 ; 2.656.901,89 
BA;VITORIA DA CONQUISTA;2933307; 4.414.371,83 ; 4.855.809,02 ; 5.297.246,20 ; 5.738.683,38 ; 6.752.076,98 ; 7.148.573,29 ; 7.148.573,29 ; 7.625.144,84 ; 8.202.323,63 ; 8.189.933,40 ; 8.189.933,40 ; 8.189.933,40 ; 15.130.037,88 ; 96.882.640,57 
BA;WAGNER;2933406; 169.414,91 ; 186.356,40 ; 203.297,90 ; 220.239,39 ; 259.131,44 ; 274.348,19 ; 274.348,19 ; 292.638,07 ; 313.478,07 ; 314.125,78 ; 314.125,78 ; 314.125,78 ; 580.314,24 ; 3.715.944,13 
BA;WANDERLEY;2933455; 299.401,26 ; 329.341,39 ; 359.281,51 ; 389.221,64 ; 457.954,25 ; 484.846,30 ; 484.846,30 ; 517.169,39 ; 557.109,38 ; 555.589,34 ; 555.589,34 ; 555.589,34 ; 1.026.392,69 ; 6.572.332,14 
BA;WENCESLAU GUIMARAES;2933505; 506.146,73 ; 556.761,40 ; 607.376,07 ; 657.990,74 ; 774.185,27 ; 819.647,08 ; 819.647,08 ; 874.290,22 ; 940.655,60 ; 939.074,96 ; 939.074,96 ; 939.074,96 ; 1.734.841,91 ; 11.108.766,96 
BA;XIQUE-XIQUE;2933604; 1.012.485,79 ; 1.113.734,36 ; 1.214.982,94 ; 1.316.231,52 ; 1.548.664,73 ; 1.639.605,61 ; 1.639.605,61 ; 1.748.912,66 ; 1.865.914,80 ; 1.876.250,44 ; 1.876.250,44 ; 1.876.250,44 ; 3.466.174,73 ; 22.195.064,06 
BA;BAHIA;29; 80.736.083,29 ; 88.809.691,63 ; 96.883.299,96 ; 104.956.908,29 ; 122.963.414,40 ; 130.603.460,07 ; 130.603.460,07 ; 139.310.357,41 ; 149.003.446,84 ; 149.506.956,84 ; 149.506.956,84 ; 149.506.956,84 ; 276.198.328,94 ; 1.768.589.321,39 
CE;ABAIARA;2300101; 259.372,42 ; 285.309,65 ; 311.246,90 ; 337.184,14 ; 380.080,66 ; 403.212,30 ; 403.212,30 ; 430.093,12 ; 437.182,05 ; 435.739,85 ; 435.739,85 ; 435.739,85 ; 804.983,40 ; 5.359.096,48 
CE;ACARAPE;2300150; 449.004,67 ; 493.905,14 ; 538.805,60 ; 583.706,07 ; 657.965,09 ; 698.008,72 ; 698.008,72 ; 744.542,64 ; 758.954,92 ; 754.605,05 ; 754.605,05 ; 754.605,05 ; 1.394.053,22 ; 9.280.769,94 
CE;ACARAU;2300200; 1.668.907,49 ; 1.835.798,24 ; 2.002.688,99 ; 2.169.579,74 ; 2.445.593,42 ; 2.594.431,78 ; 2.594.431,78 ; 2.767.393,90 ; 2.839.123,41 ; 2.807.232,12 ; 2.807.232,12 ; 2.807.232,12 ; 5.186.065,15 ; 34.525.710,24 
CE;ACOPIARA;2300309; 1.123.300,41 ; 1.235.630,45 ; 1.347.960,49 ; 1.460.290,53 ; 1.646.068,53 ; 1.746.247,95 ; 1.746.247,95 ; 1.862.664,48 ; 1.867.029,06 ; 1.883.585,15 ; 1.883.585,15 ; 1.883.585,15 ; 3.479.724,83 ; 23.165.920,13 
CE;AIUABA;2300408; 358.695,37 ; 394.564,91 ; 430.434,44 ; 466.303,98 ; 525.627,12 ; 557.616,69 ; 557.616,69 ; 594.791,13 ; 604.825,14 ; 602.631,12 ; 602.631,12 ; 602.631,12 ; 1.113.297,42 ; 7.411.666,27 
CE;ALCANTARAS;2300507; 324.447,41 ; 356.892,15 ; 389.336,89 ; 421.781,63 ; 475.440,64 ; 504.375,87 ; 504.375,87 ; 538.000,93 ; 547.018,92 ; 545.084,58 ; 545.084,58 ; 545.084,58 ; 1.006.986,26 ; 6.703.910,34 
CE;ALTANEIRA;2300606; 279.690,94 ; 307.660,04 ; 335.629,13 ; 363.598,23 ; 409.855,15 ; 434.798,86 ; 434.798,86 ; 463.785,45 ; 464.832,99 ; 468.989,23 ; 468.989,23 ; 468.989,23 ; 866.408,13 ; 5.768.025,49 
CE;ALTO SANTO;2300705; 431.517,83 ; 474.669,61 ; 517.821,40 ; 560.973,18 ; 632.340,12 ; 670.824,22 ; 670.824,22 ; 715.545,84 ; 723.012,75 ; 724.359,61 ; 724.359,61 ; 724.359,61 ; 1.338.177,96 ; 8.908.785,98 
CE;AMONTADA;2300754; 1.491.944,89 ; 1.641.139,38 ; 1.790.333,87 ; 1.939.528,36 ; 2.186.274,93 ; 2.319.331,21 ; 2.319.331,21 ; 2.473.953,30 ; 2.498.815,68 ; 2.504.298,32 ; 2.504.298,32 ; 2.504.298,32 ; 4.626.426,93 ; 30.799.974,72 
CE;ANTONINA DO NORTE;2300804; 219.330,96 ; 241.264,05 ; 263.197,15 ; 285.130,24 ; 321.404,48 ; 340.965,10 ; 340.965,10 ; 363.696,10 ; 365.064,15 ; 367.850,21 ; 367.850,21 ; 367.850,21 ; 679.564,46 ; 4.524.132,42 
CE;APUIARES;2300903; 308.071,66 ; 338.878,83 ; 369.685,99 ; 400.493,16 ; 451.443,84 ; 478.918,64 ; 478.918,64 ; 510.846,55 ; 523.033,34 ; 518.059,01 ; 518.059,01 ; 518.059,01 ; 957.059,37 ; 6.371.527,05 
CE;AQUIRAZ;2301000; 2.575.794,25 ; 2.833.373,67 ; 3.090.953,09 ; 3.348.532,52 ; 3.774.532,43 ; 4.004.249,77 ; 4.004.249,77 ; 4.271.199,76 ; 4.281.002,90 ; 4.319.144,56 ; 4.319.144,56 ; 4.319.144,56 ; 7.979.163,88 ; 53.120.485,72 
CE;ARACATI;2301109; 1.788.295,25 ; 1.967.124,77 ; 2.145.954,30 ; 2.324.783,82 ; 2.620.542,55 ; 2.780.028,28 ; 2.780.028,28 ; 2.965.363,50 ; 3.024.295,22 ; 3.005.645,48 ; 3.005.645,48 ; 3.005.645,48 ; 5.552.612,92 ; 36.965.965,33 
CE;ARACOIABA;2301208; 928.346,75 ; 1.021.181,43 ; 1.114.016,10 ; 1.206.850,78 ; 1.360.386,19 ; 1.443.179,05 ; 1.443.179,05 ; 1.539.390,98 ; 1.577.229,10 ; 1.561.274,65 ; 1.561.274,65 ; 1.561.274,65 ; 2.884.290,19 ; 19.201.873,58 
CE;ARARENDA;2301257; 575.508,91 ; 633.059,80 ; 690.610,69 ; 748.161,58 ; 843.342,61 ; 894.668,28 ; 894.668,28 ; 954.312,84 ; 957.147,69 ; 965.111,63 ; 965.111,63 ; 965.111,63 ; 1.782.941,90 ; 11.869.757,46 
CE;ARARIPE;2301307; 594.204,86 ; 653.625,35 ; 713.045,84 ; 772.466,33 ; 870.739,40 ; 923.732,44 ; 923.732,44 ; 985.314,60 ; 987.540,12 ; 996.370,07 ; 996.370,07 ; 996.370,07 ; 1.840.688,58 ; 12.254.200,17 
CE;ARATUBA;2301406; 473.784,75 ; 521.163,23 ; 568.541,70 ; 615.920,18 ; 694.277,47 ; 736.531,07 ; 736.531,07 ; 785.633,14 ; 810.334,17 ; 797.524,92 ; 797.524,92 ; 797.524,92 ; 1.473.343,14 ; 9.808.634,66 
CE;ARNEIROZ;2301505; 166.552,54 ; 183.207,79 ; 199.863,04 ; 216.518,30 ; 244.063,73 ; 258.917,40 ; 258.917,40 ; 276.178,56 ; 276.802,36 ; 279.277,35 ; 279.277,35 ; 279.277,35 ; 515.935,44 ; 3.434.788,63 
CE;ASSARE;2301604; 668.625,41 ; 735.487,95 ; 802.350,49 ; 869.213,03 ; 979.794,22 ; 1.039.424,31 ; 1.039.424,31 ; 1.108.719,26 ; 1.123.481,60 ; 1.122.804,42 ; 1.122.804,42 ; 1.122.804,42 ; 2.074.262,70 ; 13.809.196,56 
CE;AURORA;2301703; 423.124,73 ; 465.437,21 ; 507.749,69 ; 550.062,16 ; 620.041,00 ; 657.776,58 ; 657.776,58 ; 701.628,36 ; 703.213,11 ; 709.500,79 ; 709.500,79 ; 709.500,79 ; 1.310.727,86 ; 8.726.039,66 
CE;BAIXIO;2301802; 137.594,56 ; 151.354,02 ; 165.113,47 ; 178.872,93 ; 201.629,12 ; 213.900,23 ; 213.900,23 ; 228.160,25 ; 234.380,42 ; 231.485,86 ; 231.485,86 ; 231.485,86 ; 427.645,70 ; 2.847.008,51 
CE;BANABUIU;2301851; 533.782,07 ; 587.160,27 ; 640.538,48 ; 693.916,68 ; 782.196,68 ; 829.801,03 ; 829.801,03 ; 885.121,10 ; 906.636,23 ; 897.671,45 ; 897.671,45 ; 897.671,45 ; 1.658.353,29 ; 11.040.321,20 
CE;BARBALHA;2301901; 1.459.186,10 ; 1.605.104,71 ; 1.751.023,32 ; 1.896.941,93 ; 2.138.270,66 ; 2.268.405,41 ; 2.268.405,41 ; 2.419.632,44 ; 2.475.977,36 ; 2.453.609,46 ; 2.453.609,46 ; 2.453.609,46 ; 4.532.784,61 ; 30.176.560,32 
CE;BARREIRA;2301950; 709.245,96 ; 780.170,56 ; 851.095,15 ; 922.019,75 ; 1.039.318,99 ; 1.102.571,75 ; 1.102.571,75 ; 1.176.076,54 ; 1.178.732,92 ; 1.189.272,40 ; 1.189.272,40 ; 1.189.272,40 ; 2.197.055,28 ; 14.626.675,85 
CE;BARRO;2302008; 398.373,46 ; 438.210,80 ; 478.048,15 ; 517.885,49 ; 583.770,82 ; 619.299,01 ; 619.299,01 ; 660.585,61 ; 662.486,34 ; 668.052,38 ; 668.052,38 ; 668.052,38 ; 1.234.156,29 ; 8.216.272,12 
CE;BARROQUINHA;2302057; 436.252,47 ; 479.877,72 ; 523.502,96 ; 567.128,21 ; 639.278,19 ; 678.184,55 ; 678.184,55 ; 723.396,85 ; 725.168,69 ; 731.532,04 ; 731.532,04 ; 731.532,04 ; 1.351.428,27 ; 8.996.998,59 
