Cronograma da Complementação da União-VAAF 2026 - Portaria Interministerial MEC MF nº 11, de 28 de Agosto de 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;"Janeiro do
Ano Seguinte";Total
PE;GLORIA DO GOITA;2606101; 177.571,17 ; 195.328,29 ; 213.085,40 ; 230.842,52 ; 280.639,81 ; 297.733,64 ; 297.733,64 ; 317.582,55 ; 331.793,53 ; 327.436,33 ; 327.436,33 ; 327.436,33 ; 604.904,07 ; 3.929.523,61 
PE;GOIANA;2606200; 461.203,29 ; 507.323,62 ; 553.443,95 ; 599.564,28 ; 728.902,13 ; 773.299,72 ; 773.299,72 ; 824.853,03 ; 844.334,43 ; 848.009,75 ; 848.009,75 ; 848.009,75 ; 1.566.608,54 ; 10.176.861,96 
PE;GRANITO;2606309; 66.627,65 ; 73.290,42 ; 79.953,18 ; 86.615,95 ; 105.300,72 ; 111.714,61 ; 111.714,61 ; 119.162,25 ; 121.976,62 ; 122.507,58 ; 122.507,58 ; 122.507,58 ; 226.319,83 ; 1.470.198,57 
PE;GRAVATA;2606408; 368.671,02 ; 405.538,12 ; 442.405,22 ; 479.272,33 ; 582.660,82 ; 618.150,82 ; 618.150,82 ; 659.360,88 ; 692.272,44 ; 680.295,43 ; 680.295,43 ; 680.295,43 ; 1.256.774,03 ; 8.164.142,81 
PE;IATI;2606507; 130.712,79 ; 143.784,07 ; 156.855,34 ; 169.926,62 ; 206.583,14 ; 219.166,17 ; 219.166,17 ; 233.777,25 ; 239.298,61 ; 240.340,26 ; 240.340,26 ; 240.340,26 ; 444.003,27 ; 2.884.294,22 
PE;IBIMIRIM;2606606; 152.857,19 ; 168.142,91 ; 183.428,63 ; 198.714,35 ; 241.580,95 ; 256.295,70 ; 256.295,70 ; 273.382,08 ; 279.838,83 ; 281.056,94 ; 281.056,94 ; 281.056,94 ; 519.223,04 ; 3.372.930,19 
PE;IBIRAJUBA;2606705; 48.798,59 ; 53.678,45 ; 58.558,31 ; 63.438,17 ; 77.123,05 ; 81.820,62 ; 81.820,62 ; 87.275,33 ; 89.663,96 ; 89.771,24 ; 89.771,24 ; 89.771,24 ; 165.842,89 ; 1.077.333,70 
PE;IGARASSU;2606804; 630.144,83 ; 693.159,31 ; 756.173,79 ; 819.188,27 ; 995.903,34 ; 1.056.564,04 ; 1.056.564,04 ; 1.127.001,64 ; 1.154.682,31 ; 1.158.789,42 ; 1.158.789,42 ; 1.158.789,42 ; 2.140.741,19 ; 13.906.491,01 
PE;IGUARACY;2606903; 77.723,59 ; 85.495,95 ; 93.268,31 ; 101.040,67 ; 122.837,14 ; 130.319,17 ; 130.319,17 ; 139.007,11 ; 144.675,39 ; 143.243,00 ; 143.243,00 ; 143.243,00 ; 264.626,32 ; 1.719.041,80 
PE;ILHA DE ITAMARACA;2607604; 83.097,95 ; 91.407,75 ; 99.717,54 ; 108.027,34 ; 131.330,96 ; 139.330,36 ; 139.330,36 ; 148.619,05 ; 152.182,60 ; 152.798,82 ; 152.798,82 ; 152.798,82 ; 282.279,70 ; 1.833.720,05 
PE;INAJA;2607000; 170.137,78 ; 187.151,56 ; 204.165,34 ; 221.179,12 ; 268.891,81 ; 285.270,07 ; 285.270,07 ; 304.288,08 ; 311.474,76 ; 312.830,59 ; 312.830,59 ; 312.830,59 ; 577.921,50 ; 3.754.241,86 
PE;INGAZEIRA;2607109; 38.898,71 ; 42.788,58 ; 46.678,45 ; 50.568,32 ; 61.476,90 ; 65.221,48 ; 65.221,48 ; 69.569,57 ; 72.468,27 ; 71.698,18 ; 71.698,18 ; 71.698,18 ; 132.454,82 ; 860.441,11 
PE;IPOJUCA;2607208; 853.067,44 ; 938.374,18 ; 1.023.680,92 ; 1.108.987,66 ; 1.348.218,18 ; 1.430.338,45 ; 1.430.338,45 ; 1.525.694,35 ; 1.561.728,23 ; 1.568.526,31 ; 1.568.526,31 ; 1.568.526,31 ; 2.897.686,87 ; 18.823.693,68 
PE;IPUBI;2607307; 285.883,92 ; 314.472,32 ; 343.060,71 ; 371.649,10 ; 451.821,15 ; 479.341,67 ; 479.341,67 ; 511.297,78 ; 523.373,63 ; 525.651,83 ; 525.651,83 ; 525.651,83 ; 971.086,29 ; 6.308.283,73 
PE;ITACURUBA;2607406; 31.938,83 ; 35.132,72 ; 38.326,60 ; 41.520,48 ; 50.477,27 ; 53.551,85 ; 53.551,85 ; 57.121,98 ; 58.471,09 ; 58.725,60 ; 58.725,60 ; 58.725,60 ; 108.489,36 ; 704.758,84 
PE;ITAIBA;2607505; 231.383,74 ; 254.522,11 ; 277.660,48 ; 300.798,86 ; 365.687,10 ; 387.961,19 ; 387.961,19 ; 413.825,27 ; 432.774,10 ; 426.725,50 ; 426.725,50 ; 426.725,50 ; 788.330,34 ; 5.121.080,89 
PE;ITAMBE;2607653; 161.711,01 ; 177.882,11 ; 194.053,21 ; 210.224,31 ; 255.573,84 ; 271.140,90 ; 271.140,90 ; 289.216,97 ; 296.094,54 ; 297.342,92 ; 297.342,92 ; 297.342,92 ; 549.309,67 ; 3.568.376,23 
PE;ITAPETIM;2607703; 88.748,40 ; 97.623,25 ; 106.498,09 ; 115.372,93 ; 140.261,15 ; 148.804,48 ; 148.804,48 ; 158.724,78 ; 163.682,50 ; 163.349,78 ; 163.349,78 ; 163.349,78 ; 301.771,49 ; 1.960.340,90 
PE;ITAPISSUMA;2607752; 180.887,49 ; 198.976,24 ; 217.064,99 ; 235.153,73 ; 285.881,03 ; 303.294,11 ; 303.294,11 ; 323.513,72 ; 331.432,80 ; 332.634,87 ; 332.634,87 ; 332.634,87 ; 614.507,83 ; 3.991.910,65 
PE;ITAQUITINGA;2607802; 75.298,16 ; 82.827,98 ; 90.357,80 ; 97.887,62 ; 119.003,91 ; 126.252,46 ; 126.252,46 ; 134.669,29 ; 137.849,92 ; 138.449,97 ; 138.449,97 ; 138.449,97 ; 255.771,70 ; 1.661.521,21 
PE;JABOATAO DOS GUARARAPES;2607901; 2.450.986,22 ; 2.696.084,85 ; 2.941.183,47 ; 3.186.282,09 ; 3.872.878,19 ; 4.109.366,55 ; 4.109.366,55 ; 4.383.324,32 ; 4.508.685,73 ; 4.509.433,16 ; 4.509.433,16 ; 4.509.433,16 ; 8.330.701,98 ; 54.117.159,41 
PE;JAQUEIRA;2607950; 93.004,82 ; 102.305,30 ; 111.605,78 ; 120.906,26 ; 146.988,13 ; 155.941,21 ; 155.941,21 ; 166.337,29 ; 172.510,21 ; 171.320,74 ; 171.320,74 ; 171.320,74 ; 316.497,00 ; 2.055.999,41 
PE;JATAUBA;2608008; 133.487,46 ; 146.836,21 ; 160.184,96 ; 173.533,70 ; 210.968,34 ; 223.818,47 ; 223.818,47 ; 238.739,71 ; 244.425,31 ; 245.448,60 ; 245.448,60 ; 245.448,60 ; 453.440,39 ; 2.945.598,84 
PE;JATOBA;2608057; 61.461,75 ; 67.607,93 ; 73.754,10 ; 79.900,28 ; 97.136,35 ; 103.052,94 ; 103.052,94 ; 109.923,14 ; 114.781,19 ; 113.325,29 ; 113.325,29 ; 113.325,29 ; 209.356,51 ; 1.360.003,00 
PE;JOAO ALFREDO;2608107; 197.708,83 ; 217.479,71 ; 237.250,59 ; 257.021,48 ; 312.466,08 ; 331.498,46 ; 331.498,46 ; 353.598,36 ; 361.949,65 ; 363.525,19 ; 363.525,19 ; 363.525,19 ; 671.574,43 ; 4.362.621,61 
PE;JOAQUIM NABUCO;2608206; 116.042,08 ; 127.646,29 ; 139.250,49 ; 150.854,70 ; 183.397,04 ; 194.567,79 ; 194.567,79 ; 207.538,98 ; 212.741,23 ; 213.407,39 ; 213.407,39 ; 213.407,39 ; 394.247,65 ; 2.561.076,22 
PE;JUCATI;2608255; 102.847,73 ; 113.132,50 ; 123.417,28 ; 133.702,05 ; 162.544,22 ; 172.444,82 ; 172.444,82 ; 183.941,15 ; 188.472,44 ; 189.131,20 ; 189.131,20 ; 189.131,20 ; 349.399,94 ; 2.269.740,55 
PE;JUPI;2608305; 166.900,44 ; 183.590,49 ; 200.280,53 ; 216.970,57 ; 263.775,41 ; 279.842,03 ; 279.842,03 ; 298.498,16 ; 305.548,10 ; 306.878,12 ; 306.878,12 ; 306.878,12 ; 566.924,95 ; 3.682.807,07 
PE;JUREMA;2608404; 132.228,61 ; 145.451,47 ; 158.674,33 ; 171.897,19 ; 208.978,80 ; 221.707,75 ; 221.707,75 ; 236.488,27 ; 242.073,66 ; 243.127,38 ; 243.127,38 ; 243.127,38 ; 449.152,19 ; 2.917.742,18 
PE;LAGOA DE ITAENGA;2608503; 109.754,70 ; 120.730,16 ; 131.705,63 ; 142.681,10 ; 173.460,23 ; 184.025,73 ; 184.025,73 ; 196.294,11 ; 200.930,19 ; 201.804,82 ; 201.804,82 ; 201.804,82 ; 372.813,12 ; 2.421.835,14 
PE;LAGOA DO CARRO;2608453; 111.177,82 ; 122.295,61 ; 133.413,39 ; 144.531,17 ; 175.709,40 ; 186.411,90 ; 186.411,90 ; 198.839,35 ; 203.535,56 ; 204.421,52 ; 204.421,52 ; 204.421,52 ; 377.647,19 ; 2.453.237,84 
PE;LAGOA DO OURO;2608602; 98.704,93 ; 108.575,41 ; 118.445,91 ; 128.316,40 ; 155.996,77 ; 165.498,57 ; 165.498,57 ; 176.531,81 ; 180.701,14 ; 181.487,72 ; 181.487,72 ; 181.487,72 ; 335.279,42 ; 2.178.012,11 
PE;LAGOA DOS GATOS;2608701; 103.821,21 ; 114.203,33 ; 124.585,45 ; 134.967,57 ; 164.082,75 ; 174.077,06 ; 174.077,06 ; 185.682,20 ; 192.834,91 ; 191.281,84 ; 191.281,84 ; 191.281,84 ; 353.373,01 ; 2.295.550,06 
PE;LAGOA GRANDE;2608750; 244.727,51 ; 269.200,25 ; 293.673,00 ; 318.145,75 ; 386.776,07 ; 410.334,69 ; 410.334,69 ; 437.690,33 ; 460.502,61 ; 451.721,83 ; 451.721,83 ; 451.721,83 ; 834.508,43 ; 5.421.058,82 
PE;LAJEDO;2608800; 311.814,82 ; 342.996,30 ; 374.177,78 ; 405.359,27 ; 492.803,26 ; 522.820,01 ; 522.820,01 ; 557.674,68 ; 574.505,03 ; 573.842,22 ; 573.842,22 ; 573.842,22 ; 1.060.112,96 ; 6.886.610,78 
PE;LIMOEIRO;2608909; 275.373,36 ; 302.910,70 ; 330.448,04 ; 357.985,38 ; 435.209,89 ; 461.718,62 ; 461.718,62 ; 492.499,86 ; 504.785,21 ; 506.417,53 ; 506.417,53 ; 506.417,53 ; 935.552,95 ; 6.077.455,20 
PE;MACAPARANA;2609006; 153.225,67 ; 168.548,24 ; 183.870,80 ; 199.193,37 ; 242.163,31 ; 256.913,53 ; 256.913,53 ; 274.041,10 ; 280.513,41 ; 281.734,46 ; 281.734,46 ; 281.734,46 ; 520.474,70 ; 3.381.061,07 
PE;MACHADOS;2609105; 90.499,55 ; 99.549,51 ; 108.599,46 ; 117.649,42 ; 143.028,72 ; 151.740,63 ; 151.740,63 ; 161.856,67 ; 168.607,98 ; 166.809,98 ; 166.809,98 ; 166.809,98 ; 308.163,84 ; 2.001.866,34 
PE;MANARI;2609154; 199.649,94 ; 219.614,94 ; 239.579,93 ; 259.544,93 ; 315.533,89 ; 334.753,13 ; 334.753,13 ; 357.070,00 ; 365.503,30 ; 367.094,30 ; 367.094,30 ; 367.094,30 ; 678.167,98 ; 4.405.454,05 
PE;MARAIAL;2609204; 83.791,70 ; 92.170,86 ; 100.550,03 ; 108.929,20 ; 132.427,38 ; 140.493,56 ; 140.493,56 ; 149.859,80 ; 153.399,20 ; 154.066,93 ; 154.066,93 ; 154.066,93 ; 284.622,39 ; 1.848.938,47 
PE;MIRANDIBA;2609303; 111.511,12 ; 122.662,23 ; 133.813,34 ; 144.964,45 ; 176.236,15 ; 186.970,73 ; 186.970,73 ; 199.435,45 ; 204.145,71 ; 205.034,35 ; 205.034,35 ; 205.034,35 ; 378.779,32 ; 2.460.592,28 
PE;MOREILANDIA;2614303; 69.867,36 ; 76.854,10 ; 83.840,83 ; 90.827,57 ; 110.420,87 ; 117.146,63 ; 117.146,63 ; 124.956,40 ; 127.907,62 ; 128.464,40 ; 128.464,40 ; 128.464,40 ; 237.324,42 ; 1.541.685,63 
PE;MORENO;2609402; 242.768,29 ; 267.045,12 ; 291.321,95 ; 315.598,78 ; 383.679,67 ; 407.049,68 ; 407.049,68 ; 434.186,32 ; 444.952,54 ; 446.447,08 ; 446.447,08 ; 446.447,08 ; 824.763,87 ; 5.357.757,12 
PE;NAZARE DA MATA;2609501; 112.470,17 ; 123.717,18 ; 134.964,20 ; 146.211,22 ; 177.751,86 ; 188.578,76 ; 188.578,76 ; 201.150,68 ; 210.639,42 ; 207.460,06 ; 207.460,06 ; 207.460,06 ; 383.260,58 ; 2.489.703,03 
PE;OLINDA;2609600; 1.036.819,70 ; 1.140.501,68 ; 1.244.183,65 ; 1.347.865,62 ; 1.638.626,83 ; 1.738.435,95 ; 1.738.435,95 ; 1.854.331,68 ; 1.899.791,19 ; 1.906.622,32 ; 1.906.622,32 ; 1.906.622,32 ; 3.522.283,57 ; 22.881.142,77 
PE;OROBO;2609709; 174.121,06 ; 191.533,16 ; 208.945,26 ; 226.357,37 ; 275.187,12 ; 291.948,83 ; 291.948,83 ; 311.412,08 ; 324.085,04 ; 320.898,00 ; 320.898,00 ; 320.898,00 ; 592.825,21 ; 3.851.057,96 
PE;OROCO;2609808; 130.209,92 ; 143.230,91 ; 156.251,90 ; 169.272,89 ; 205.788,39 ; 218.323,01 ; 218.323,01 ; 232.877,88 ; 242.588,81 ; 240.004,27 ; 240.004,27 ; 240.004,27 ; 443.382,57 ; 2.880.262,08 
PE;OURICURI;2609907; 356.487,46 ; 392.136,21 ; 427.784,95 ; 463.433,70 ; 563.405,48 ; 597.722,64 ; 597.722,64 ; 637.570,82 ; 652.628,99 ; 655.469,82 ; 655.469,82 ; 655.469,82 ; 1.210.911,34 ; 7.866.213,72 
PE;PALMARES;2610004; 307.037,40 ; 337.741,14 ; 368.444,88 ; 399.148,62 ; 485.252,85 ; 514.809,71 ; 514.809,71 ; 549.130,36 ; 569.261,15 ; 565.547,61 ; 565.547,61 ; 565.547,61 ; 1.044.789,55 ; 6.787.068,19 
PE;PALMEIRINA;2610103; 49.837,08 ; 54.820,79 ; 59.804,49 ; 64.788,20 ; 78.764,29 ; 83.561,85 ; 83.561,85 ; 89.132,64 ; 91.237,77 ; 91.634,92 ; 91.634,92 ; 91.634,92 ; 169.285,85 ; 1.099.699,58 
PE;PANELAS;2610202; 234.845,93 ; 258.330,52 ; 281.815,11 ; 305.299,71 ; 371.158,88 ; 393.766,25 ; 393.766,25 ; 420.017,33 ; 434.847,46 ; 432.495,19 ; 432.495,19 ; 432.495,19 ; 798.989,24 ; 5.190.322,25 
PE;PARANATAMA;2610301; 103.143,82 ; 113.458,21 ; 123.772,59 ; 134.086,97 ; 163.012,18 ; 172.941,28 ; 172.941,28 ; 184.470,70 ; 188.827,53 ; 189.649,49 ; 189.649,49 ; 189.649,49 ; 350.357,42 ; 2.275.960,46 
PE;PARNAMIRIM;2610400; 140.439,29 ; 154.483,22 ; 168.527,15 ; 182.571,07 ; 221.955,26 ; 235.474,60 ; 235.474,60 ; 251.172,91 ; 257.105,12 ; 258.224,27 ; 258.224,27 ; 258.224,27 ; 477.042,10 ; 3.098.918,13 
PE;PASSIRA;2610509; 159.405,35 ; 175.345,89 ; 191.286,42 ; 207.226,96 ; 251.929,90 ; 267.275,01 ; 267.275,01 ; 285.093,34 ; 291.826,68 ; 293.096,98 ; 293.096,98 ; 293.096,98 ; 541.465,74 ; 3.517.421,22 
PE;PAUDALHO;2610608; 373.427,61 ; 410.770,37 ; 448.113,13 ; 485.455,89 ; 590.178,31 ; 626.126,20 ; 626.126,20 ; 667.867,94 ; 697.004,86 ; 688.485,57 ; 688.485,57 ; 688.485,57 ; 1.271.904,45 ; 8.262.431,66 
PE;PAULISTA;2610707; 943.778,20 ; 1.038.156,02 ; 1.132.533,84 ; 1.226.911,66 ; 1.491.580,71 ; 1.582.433,22 ; 1.582.433,22 ; 1.687.928,77 ; 1.727.840,41 ; 1.735.321,70 ; 1.735.321,70 ; 1.735.321,70 ; 3.205.823,76 ; 20.825.384,93 
PE;PEDRA;2610806; 127.349,16 ; 140.084,08 ; 152.818,99 ; 165.553,91 ; 201.267,16 ; 213.526,38 ; 213.526,38 ; 227.761,47 ; 237.230,83 ; 234.727,35 ; 234.727,35 ; 234.727,35 ; 433.634,02 ; 2.816.934,45 
PE;PESQUEIRA;2610905; 398.562,79 ; 438.419,07 ; 478.275,35 ; 518.131,63 ; 629.902,85 ; 668.270,37 ; 668.270,37 ; 712.821,73 ; 729.844,16 ; 732.859,44 ; 732.859,44 ; 732.859,44 ; 1.353.880,50 ; 8.794.957,15 
PE;PETROLANDIA;2611002; 264.414,92 ; 290.856,41 ; 317.297,90 ; 343.739,40 ; 417.890,77 ; 443.344,59 ; 443.344,59 ; 472.900,89 ; 487.855,49 ; 486.706,19 ; 486.706,19 ; 486.706,19 ; 899.138,34 ; 5.840.901,87 
PE;PETROLINA;2611101; 2.683.531,36 ; 2.951.884,50 ; 3.220.237,63 ; 3.488.590,77 ; 4.297.838,75 ; 4.514.857,49 ; 4.514.857,49 ; 4.815.847,99 ; 5.012.178,75 ; 4.962.592,31 ; 4.962.592,31 ; 4.962.592,31 ; 9.167.865,71 ; 59.555.467,37 
PE;POCAO;2611200; 76.444,45 ; 84.088,90 ; 91.733,35 ; 99.377,80 ; 120.815,55 ; 128.174,45 ; 128.174,45 ; 136.719,41 ; 142.490,30 ; 140.912,97 ; 140.912,97 ; 140.912,97 ; 260.321,84 ; 1.691.079,40 
PE;POMBOS;2611309; 143.126,80 ; 157.439,49 ; 171.752,17 ; 186.064,85 ; 226.202,71 ; 239.980,76 ; 239.980,76 ; 255.979,48 ; 264.179,59 ; 263.466,95 ; 263.466,95 ; 263.466,95 ; 486.727,39 ; 3.161.834,84 
PE;PRIMAVERA;2611408; 74.176,49 ; 81.594,14 ; 89.011,79 ; 96.429,44 ; 117.231,18 ; 124.371,75 ; 124.371,75 ; 132.663,20 ; 139.332,76 ; 136.881,90 ; 136.881,90 ; 136.881,90 ; 252.874,87 ; 1.642.703,05 
PE;QUIPAPA;2611507; 132.023,14 ; 145.225,46 ; 158.427,78 ; 171.630,09 ; 208.654,09 ; 221.363,25 ; 221.363,25 ; 236.120,80 ; 243.022,15 ; 242.934,77 ; 242.934,77 ; 242.934,77 ; 448.796,37 ; 2.915.430,71 
PE;QUIXABA;2611533; 83.607,44 ; 91.968,19 ; 100.328,93 ; 108.689,68 ; 132.136,18 ; 140.184,63 ; 140.184,63 ; 149.530,27 ; 153.386,38 ; 153.773,51 ; 153.773,51 ; 153.773,51 ; 284.080,33 ; 1.845.417,19 
PE;RECIFE;2611606; 4.611.346,37 ; 5.072.481,01 ; 5.533.615,64 ; 5.994.750,28 ; 7.287.936,20 ; 7.731.846,01 ; 7.731.846,01 ; 8.247.302,41 ; 8.535.029,34 ; 8.491.827,65 ; 8.491.827,65 ; 8.491.827,65 ; 15.687.755,65 ; 101.909.391,87 
PE;RIACHO DAS ALMAS;2611705; 175.617,73 ; 193.179,50 ; 210.741,28 ; 228.303,05 ; 277.552,52 ; 294.458,31 ; 294.458,31 ; 314.088,86 ; 321.507,03 ; 322.906,51 ; 322.906,51 ; 322.906,51 ; 596.535,72 ; 3.875.161,85 
PE;RIBEIRAO;2611804; 167.859,79 ; 184.645,77 ; 201.431,75 ; 218.217,73 ; 265.291,60 ; 281.450,57 ; 281.450,57 ; 300.213,94 ; 309.672,30 ; 308.973,09 ; 308.973,09 ; 308.973,09 ; 570.795,18 ; 3.707.948,48 
PE;RIO FORMOSO;2611903; 183.424,39 ; 201.766,83 ; 220.109,27 ; 238.451,71 ; 289.890,45 ; 307.547,74 ; 307.547,74 ; 328.050,93 ; 337.852,25 ; 337.547,60 ; 337.547,60 ; 337.547,60 ; 623.583,57 ; 4.050.867,68 
PE;SAIRE;2612000; 63.921,25 ; 70.313,38 ; 76.705,51 ; 83.097,64 ; 101.023,44 ; 107.176,80 ; 107.176,80 ; 114.321,92 ; 117.021,97 ; 117.531,36 ; 117.531,36 ; 117.531,36 ; 217.126,79 ; 1.410.479,57 
PE;SALGADINHO;2612109; 40.319,13 ; 44.351,04 ; 48.382,95 ; 52.414,86 ; 63.721,78 ; 67.603,09 ; 67.603,09 ; 72.109,96 ; 73.813,07 ; 74.134,36 ; 74.134,36 ; 74.134,36 ; 136.955,41 ; 889.677,47 
PE;SALGUEIRO;2612208; 363.993,29 ; 400.392,61 ; 436.791,94 ; 473.191,27 ; 575.267,96 ; 610.307,67 ; 610.307,67 ; 650.994,84 ; 666.370,06 ; 669.270,71 ; 669.270,71 ; 669.270,71 ; 1.236.407,02 ; 8.031.836,46 
PE;SALOA;2612307; 119.504,56 ; 131.455,02 ; 143.405,47 ; 155.355,93 ; 188.869,27 ; 200.373,34 ; 200.373,34 ; 213.731,56 ; 218.779,47 ; 219.731,80 ; 219.731,80 ; 219.731,80 ; 405.931,33 ; 2.636.974,69 
PE;SANHARO;2612406; 135.500,32 ; 149.050,35 ; 162.600,39 ; 176.150,42 ; 214.149,53 ; 227.193,43 ; 227.193,43 ; 242.339,66 ; 248.063,25 ; 249.143,05 ; 249.143,05 ; 249.143,05 ; 460.265,49 ; 2.989.935,43 
PE;SANTA CRUZ;2612455; 126.506,94 ; 139.157,64 ; 151.808,34 ; 164.459,03 ; 199.936,09 ; 212.114,24 ; 212.114,24 ; 226.255,19 ; 231.598,90 ; 232.607,02 ; 232.607,02 ; 232.607,02 ; 429.716,93 ; 2.791.488,61 
PE;SANTA CRUZ DA BAIXA VERDE;2612471; 82.607,31 ; 90.868,04 ; 99.128,77 ; 107.389,51 ; 130.555,54 ; 138.507,71 ; 138.507,71 ; 147.741,56 ; 151.230,92 ; 151.889,21 ; 151.889,21 ; 151.889,21 ; 280.599,30 ; 1.822.804,01 
PE;SANTA CRUZ DO CAPIBARIBE;2612505; 618.631,02 ; 680.494,12 ; 742.357,22 ; 804.220,32 ; 977.706,51 ; 1.037.258,83 ; 1.037.258,83 ; 1.106.409,42 ; 1.132.586,98 ; 1.137.476,96 ; 1.137.476,96 ; 1.137.476,96 ; 2.101.368,68 ; 13.650.722,81 
PE;SANTA FILOMENA;2612554; 100.073,59 ; 110.080,94 ; 120.088,30 ; 130.095,66 ; 158.159,86 ; 167.793,42 ; 167.793,42 ; 178.979,64 ; 183.206,80 ; 184.004,27 ; 184.004,27 ; 184.004,27 ; 339.928,48 ; 2.208.212,92 
PE;SANTA MARIA DA BOA VISTA;2612604; 371.478,04 ; 408.625,85 ; 445.773,65 ; 482.921,46 ; 587.097,15 ; 622.857,36 ; 622.857,36 ; 664.381,19 ; 683.027,22 ; 683.445,90 ; 683.445,90 ; 683.445,90 ; 1.262.594,18 ; 8.201.951,15 
PE;SANTA MARIA DO CAMBUCA;2612703; 90.560,76 ; 99.616,83 ; 108.672,91 ; 117.728,98 ; 143.125,44 ; 151.843,25 ; 151.843,25 ; 161.966,13 ; 165.791,45 ; 166.513,13 ; 166.513,13 ; 166.513,13 ; 307.615,44 ; 1.998.303,84 
PE;SANTA TEREZINHA;2612802; 69.610,19 ; 76.571,21 ; 83.532,22 ; 90.493,24 ; 110.014,42 ; 116.715,42 ; 116.715,42 ; 124.496,45 ; 129.338,56 ; 128.257,38 ; 128.257,38 ; 128.257,38 ; 236.941,99 ; 1.539.201,29 
PE;SAO BENEDITO DO SUL;2612901; 78.133,19 ; 85.946,52 ; 93.759,84 ; 101.573,16 ; 123.484,49 ; 131.005,96 ; 131.005,96 ; 139.739,69 ; 143.040,06 ; 143.662,70 ; 143.662,70 ; 143.662,70 ; 265.401,69 ; 1.724.078,66 
PE;SAO BENTO DO UNA;2613008; 361.942,92 ; 398.137,21 ; 434.331,50 ; 470.525,80 ; 572.027,50 ; 606.869,82 ; 606.869,82 ; 647.327,80 ; 662.616,41 ; 665.500,72 ; 665.500,72 ; 665.500,72 ; 1.229.442,37 ; 7.986.593,32 
PE;SAO CAITANO;2613107; 221.200,50 ; 243.320,55 ; 265.440,60 ; 287.560,65 ; 349.593,15 ; 370.886,95 ; 370.886,95 ; 395.612,75 ; 405.189,87 ; 406.751,73 ; 406.751,73 ; 406.751,73 ; 751.430,90 ; 4.881.378,06 
PE;SAO JOAO;2613206; 171.999,66 ; 189.199,63 ; 206.399,59 ; 223.599,56 ; 271.834,40 ; 288.391,89 ; 288.391,89 ; 307.618,02 ; 314.883,34 ; 316.254,01 ; 316.254,01 ; 316.254,01 ; 584.245,91 ; 3.795.325,92 
PE;SAO JOAQUIM DO MONTE;2613305; 137.389,94 ; 151.128,93 ; 164.867,93 ; 178.606,92 ; 217.135,96 ; 230.361,76 ; 230.361,76 ; 245.719,21 ; 252.647,22 ; 252.774,68 ; 252.774,68 ; 252.774,68 ; 466.974,55 ; 3.033.518,22 
PE;SAO JOSE DA COROA GRANDE;2613404; 161.154,92 ; 177.270,41 ; 193.385,90 ; 209.501,39 ; 254.694,98 ; 270.208,51 ; 270.208,51 ; 288.222,41 ; 295.029,65 ; 296.313,89 ; 296.313,89 ; 296.313,89 ; 547.408,65 ; 3.556.026,98 
PE;SAO JOSE DO BELMONTE;2613503; 212.856,57 ; 234.142,23 ; 255.427,89 ; 276.713,55 ; 336.406,13 ; 356.896,69 ; 356.896,69 ; 380.689,81 ; 389.680,95 ; 391.377,20 ; 391.377,20 ; 391.377,20 ; 723.028,08 ; 4.696.870,20 
PE;SAO JOSE DO EGITO;2613602; 197.026,25 ; 216.728,88 ; 236.431,50 ; 256.134,13 ; 311.387,31 ; 330.353,98 ; 330.353,98 ; 352.377,58 ; 360.700,04 ; 362.270,14 ; 362.270,14 ; 362.270,14 ; 669.255,86 ; 4.347.559,94 
PE;SAO LOURENCO DA MATA;2613701; 527.902,25 ; 580.692,46 ; 633.482,69 ; 686.272,91 ; 834.315,52 ; 885.133,86 ; 885.133,86 ; 944.142,79 ; 966.441,57 ; 970.648,42 ; 970.648,42 ; 970.648,42 ; 1.793.170,54 ; 11.648.633,71 
PE;SAO VICENTE FERRER;2613800; 105.205,94 ; 115.726,54 ; 126.247,14 ; 136.767,73 ; 166.271,24 ; 176.398,85 ; 176.398,85 ; 188.158,77 ; 192.602,71 ; 193.441,09 ; 193.441,09 ; 193.441,09 ; 357.362,01 ; 2.321.463,07 
PE;SERRA TALHADA;2613909; 510.080,63 ; 561.088,68 ; 612.096,75 ; 663.104,81 ; 806.149,59 ; 855.252,35 ; 855.252,35 ; 912.269,17 ; 934.792,13 ; 938.016,56 ; 938.016,56 ; 938.016,56 ; 1.732.886,63 ; 11.257.022,78 
PE;SERRITA;2614006; 157.398,53 ; 173.138,38 ; 188.878,23 ; 204.618,08 ; 248.758,23 ; 263.910,16 ; 263.910,16 ; 281.504,17 ; 288.152,75 ; 289.407,05 ; 289.407,05 ; 289.407,05 ; 534.648,99 ; 3.473.138,83 
PE;SERTANIA;2614105; 184.160,94 ; 202.577,03 ; 220.993,13 ; 239.409,22 ; 291.054,51 ; 308.782,71 ; 308.782,71 ; 329.368,22 ; 337.147,25 ; 338.614,82 ; 338.614,82 ; 338.614,82 ; 625.555,16 ; 4.063.675,37 
PE;SIRINHAEM;2614204; 258.841,90 ; 284.726,10 ; 310.610,29 ; 336.494,48 ; 409.082,98 ; 434.000,31 ; 434.000,31 ; 462.933,67 ; 473.867,24 ; 475.929,95 ; 475.929,95 ; 475.929,95 ; 879.230,37 ; 5.711.577,52 
