;;;;;;;;
ESCOLAS DE EDUCAÇÃO PROFISSIONAL E MATRÍCULAS CONSIDERADAS NO FUNDEB 2026;;;;;;;;
UF;Município;Código da Escola no INEP;CNPJ;Entidade;Segmento;Categoria;Conveniada; Número de Alunos 
AC;CRUZEIRO DO SUL;12000418;;ESC FLODOARDO CABRAL;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;50,00
AC;CRUZEIRO DO SUL;12000418;;ESC FLODOARDO CABRAL;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;414,00
AC;CRUZEIRO DO SUL;12000442;;ESC COMANDANTE BRAZ DE AGUIAR;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;120,00
AC;CRUZEIRO DO SUL;12000442;;ESC COMANDANTE BRAZ DE AGUIAR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;310,00
AC;CRUZEIRO DO SUL;12000442;;ESC COMANDANTE BRAZ DE AGUIAR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;177,00
AC;CRUZEIRO DO SUL;12000450;;ESC CRAVEIRO COSTA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;78,00
AC;CRUZEIRO DO SUL;12000450;;ESC CRAVEIRO COSTA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;2,00
AC;CRUZEIRO DO SUL;12000531;;ESC DR VALERIO CALDAS DE MAGALHAES;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
AC;CRUZEIRO DO SUL;12000736;;ESC JOAO KUBITSCHEK;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
AC;CRUZEIRO DO SUL;12000736;;ESC JOAO KUBITSCHEK;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;24,00
AC;CRUZEIRO DO SUL;12000906;;ESC JUAREZ IBERNON;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
AC;CRUZEIRO DO SUL;12000906;;ESC JUAREZ IBERNON;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;96,00
AC;CRUZEIRO DO SUL;12000914;;ESC CIVICO-MILITAR MADRE ADELGUNDES BECKER;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;525,00
AC;CRUZEIRO DO SUL;12000914;;ESC CIVICO-MILITAR MADRE ADELGUNDES BECKER;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;2,00
AC;CRUZEIRO DO SUL;12000930;;ESC MANOEL BRAZ DE MELO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;121,00
AC;CRUZEIRO DO SUL;12001104;;ESC NORBERTO ASSUNCAO CAVALCANTE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;11,00
AC;CRUZEIRO DO SUL;12001554;;ESC SANTA LUZIA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;121,00
AC;CRUZEIRO DO SUL;12020249;;ESC DOM HENRIQUE RUTH;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;47,00
AC;CRUZEIRO DO SUL;12020249;;ESC DOM HENRIQUE RUTH;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;111,00
AC;CRUZEIRO DO SUL;12020249;;ESC DOM HENRIQUE RUTH;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;67,00
AC;CRUZEIRO DO SUL;12031798;;ESC ANTONIO RODRIGUES DA SILVA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;7,00
AC;CRUZEIRO DO SUL;12031801;;ESC JOSE BERNARDO PINHEIRO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;10,00
AC;CRUZEIRO DO SUL;12031828;;ESC JOSE DA CONCEICAO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;13,00
AC;CRUZEIRO DO SUL;12033537;;COLEGIO MILITAR ESTADUAL DOM PEDRO II - CZS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;35,00
AC;CRUZEIRO DO SUL;12097225;;ESC INDIGENA TAMAKAYA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;41,00
AC;EPITACIOLANDIA;12017060;;ESC LUIZ GONZAGA DA ROCHA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;128,00
AC;EPITACIOLANDIA;12017060;;ESC LUIZ GONZAGA DA ROCHA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;EPITACIOLANDIA;12031674;;ESC BELO PORVIR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;42,00
AC;EPITACIOLANDIA;12031674;;ESC BELO PORVIR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;249,00
AC;FEIJO;12004197;;ESC JOSE GURGEL RABELLO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;537,00
AC;FEIJO;12004197;;ESC JOSE GURGEL RABELLO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;192,00
AC;FEIJO;12004413;;ESC FRANCISCO WLISSES DE MEDEIROS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;FEIJO;12022438;;ESC ARGENTINA SANTOS DA SILVA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;19,00
AC;FEIJO;12023191;;ESC PAULINO FEIJO DE MELO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;FEIJO;12023710;;ESC CARLOS VENIZIO NUNES DAMASCENO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;4,00
AC;JORDAO;12030155;;ESC JAIRO DE FIGUEIREDO MELO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;61,00
AC;MANCIO LIMA;12001805;;ESC 1º DE MAIO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;31,00
AC;MANCIO LIMA;12001945;;ESC ANTONIO OLIVEIRA DANTAS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;64,00
AC;MANCIO LIMA;12033421;;ESC MARIA FIRMINO CHAVES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;115,00
AC;MANOEL URBANO;12006920;;ESC NAZIRA ANUTE DE LIMA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;55,00
AC;MARECHAL THAUMATURGO;12026328;;ESC ELVIRA FERREIRA GOMES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;472,00
AC;MARECHAL THAUMATURGO;12033162;;ESC ASAS DE AGUIA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;12,00
AC;PLACIDO DE CASTRO;12023779;;ESC JOAO RICARDO DE FREITAS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;366,00
AC;PORTO ACRE;12014125;;ESC UNIAO E PROGRESSO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;25,00
AC;PORTO ACRE;12015326;;ESC CEL JOSE PLACIDO DE CASTRO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;140,00
AC;PORTO ACRE;12015334;;ESC EDMUNDO PINTO DE ALMEIDA NETO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;145,00
AC;PORTO ACRE;12015342;;ESC JADER SARAIVA MACHADO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;PORTO ACRE;12015342;;ESC JADER SARAIVA MACHADO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;110,00
AC;PORTO WALTER;12003050;;ESC BORGES DE AQUINO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;384,00
AC;RIO BRANCO;12011428;;ESC COLEGIO ACREANO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;2,00
AC;RIO BRANCO;12011428;;ESC COLEGIO ACREANO;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
AC;RIO BRANCO;12011444;;ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;118,00
AC;RIO BRANCO;12011444;;ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;4,00
AC;RIO BRANCO;12011517;;ESC DR JOAO BATISTA AGUIAR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;RIO BRANCO;12011584;;ESC ALCIMAR NUNES LEITAO;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;11,00
AC;RIO BRANCO;12011584;;ESC ALCIMAR NUNES LEITAO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;75,00
AC;RIO BRANCO;12011584;;ESC ALCIMAR NUNES LEITAO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;142,00
AC;RIO BRANCO;12012017;;ESC HUMBERTO SOARES DA COSTA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;104,00
AC;RIO BRANCO;12012017;;ESC HUMBERTO SOARES DA COSTA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;2,00
AC;RIO BRANCO;12012106;;ESC SENADOR ADALBERTO SENA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;19,00
AC;RIO BRANCO;12012106;;ESC SENADOR ADALBERTO SENA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;159,00
AC;RIO BRANCO;12012106;;ESC SENADOR ADALBERTO SENA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;164,00
AC;RIO BRANCO;12012181;;ESC PROF JOSE RODRIGUES LEITE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;840,00
AC;RIO BRANCO;12012181;;ESC PROF JOSE RODRIGUES LEITE;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;34,00
AC;RIO BRANCO;12012181;;ESC PROF JOSE RODRIGUES LEITE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;136,00
AC;RIO BRANCO;12012556;;ESC PROF HELOISA MOURAO MARQUES;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;20,00
AC;RIO BRANCO;12012556;;ESC PROF HELOISA MOURAO MARQUES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;3,00
AC;RIO BRANCO;12012556;;ESC PROF HELOISA MOURAO MARQUES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;647,00
AC;RIO BRANCO;12012564;;ESC HENRIQUE LIMA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;10,00
AC;RIO BRANCO;12012564;;ESC HENRIQUE LIMA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;6,00
AC;RIO BRANCO;12012580;;ESC INSTITUTO DE EDUCACAO LOURENCO FILHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;2,00
AC;RIO BRANCO;12012750;;ESC LEONCIO DE CARVALHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;RIO BRANCO;12012750;;ESC LEONCIO DE CARVALHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;246,00
AC;RIO BRANCO;12012750;;ESC LEONCIO DE CARVALHO;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
AC;RIO BRANCO;12013242;;ESC PADRE CARLOS CASAVECCHIA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;89,00
AC;RIO BRANCO;12013242;;ESC PADRE CARLOS CASAVECCHIA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;9,00
AC;RIO BRANCO;12013242;;ESC PADRE CARLOS CASAVECCHIA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;RIO BRANCO;12013340;;COLEGIO JOAO CALVINO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;7,00
AC;RIO BRANCO;12013340;;COLEGIO JOAO CALVINO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;309,00
AC;RIO BRANCO;12013374;;ESC PROF BERTA VIEIRA DE ANDRADE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;RIO BRANCO;12013404;;ESC ELOZIRA DOS SANTOS THOME;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
AC;RIO BRANCO;12013595;;ESC SAO PEDRO I;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;2,00
AC;RIO BRANCO;12013595;;ESC SAO PEDRO I;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;66,00
AC;RIO BRANCO;12014001;;ESC SANTO ANTONIO II;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;13,00
AC;RIO BRANCO;12014001;;ESC SANTO ANTONIO II;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;43,00
AC;RIO BRANCO;12014001;;ESC SANTO ANTONIO II;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;15,00
AC;RIO BRANCO;12014052;;ESC TANCREDO DE ALMEIDA NEVES;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;11,00
AC;RIO BRANCO;12014052;;ESC TANCREDO DE ALMEIDA NEVES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;305,00
AC;RIO BRANCO;12014060;;ESC THEODOLINA FALCAO MACEDO;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
AC;RIO BRANCO;12015172;;ESC TUFI ASMAR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;1,00
AC;RIO BRANCO;12018678;;ESC BOM JESUS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;10,00
AC;RIO BRANCO;12026697;;ESC CENTRO DE EDUCACAO DE JOVENS E ADULTOS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;2,00
AC;RIO BRANCO;12026697;;ESC CENTRO DE EDUCACAO DE JOVENS E ADULTOS;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;6,00
AC;RIO BRANCO;12027340;;ESC LOURIVAL PINHO;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;13,00
AC;RIO BRANCO;12027340;;ESC LOURIVAL PINHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;635,00
AC;RIO BRANCO;12027359;;ESC PAULO FREIRE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;157,00
AC;RIO BRANCO;12027359;;ESC PAULO FREIRE;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;3,00
AC;RIO BRANCO;12027758;;ESC GLORIA PEREZ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;278,00
AC;RIO BRANCO;12028037;;ESC JORNALISTA ARMANDO NOGUEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;397,00
AC;RIO BRANCO;12028037;;ESC JORNALISTA ARMANDO NOGUEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;191,00
AC;RIO BRANCO;12030562;;ESC DARQUINHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;16,00
AC;RIO BRANCO;12032166;;ESC PROF RAIMUNDA SILVA PARA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;159,00
AC;RIO BRANCO;12032166;;ESC PROF RAIMUNDA SILVA PARA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;8,00
AC;RIO BRANCO;12032468;;ESC FREI HEITOR MARIA TURRINI;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;1,00
AC;RIO BRANCO;12033359;;ESC COLEGIO MILITAR TIRADENTES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;7,00
AC;RIO BRANCO;12033359;;ESC COLEGIO MILITAR TIRADENTES;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;7,00
AC;RIO BRANCO;12033367;;ESC COLEGIO MILITAR DOM PEDRO II;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;34,00
AC;RIO BRANCO;12033367;;ESC COLEGIO MILITAR DOM PEDRO II;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;5,00
AC;RIO BRANCO;12033898;;ESC INTEGRAL ESTER MAIA DE OLIVEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;174,00
AC;RIO BRANCO;12033898;;ESC INTEGRAL ESTER MAIA DE OLIVEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;66,00
AC;RIO BRANCO;12044636;;ESC PROF PEDRO MARTINELLO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;247,00
AC;RIO BRANCO;12044822;;ESC SEBASTIAO PEDROSA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;205,00
AC;RIO BRANCO;12044822;;ESC SEBASTIAO PEDROSA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;490,00
AC;RIO BRANCO;12052221;;ESC PROF CLICIA GADELHA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;208,00
AC;RIO BRANCO;12052221;;ESC PROF CLICIA GADELHA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;172,00
AC;RIO BRANCO;12052221;;ESC PROF CLICIA GADELHA;CONCOMITANTE AO ENS. MÉDIO SISTEMA S;Pública;Não se aplica;43,00
AC;RIO BRANCO;12091260;;ESC BOA UNIAO ENSINO JOVEM;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;25,00
AC;RIO BRANCO;12091260;;ESC BOA UNIAO ENSINO JOVEM;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;401,00
AC;RODRIGUES ALVES;12003638;;ESC FELICISSIMO NEGREIROS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;41,00
AC;RODRIGUES ALVES;12003760;;ESC JOSE DE SOUZA MARTINS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;107,00
AC;RODRIGUES ALVES;12003867;;ESC NUNES CORREIA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;9,00
AC;RODRIGUES ALVES;12022004;;ESC FRANCISCO BRAGA DE SOUZA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;98,00
AC;RODRIGUES ALVES;12027650;;ESC PAULO FREIRE I;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;8,00
AC;RODRIGUES ALVES;12027669;;ESC MARIA LIZETE DE OLIVEIRA MOURA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;32,00
AC;RODRIGUES ALVES;12028479;;ESC MANOEL CARNEIRO DE MESSIAS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;52,00
AC;RODRIGUES ALVES;12032247;;ESC OSCAR PONCIANO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;29,00
AC;RODRIGUES ALVES;12032298;;ESC JOSE MORORO DE OLIVEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;7,00
AC;SANTA ROSA DO PURUS;12028851;;ESC PADRE PAOLINO MARIA BALDASSARI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;170,00
AC;SENADOR GUIOMARD;12014915;;ESC PROF MARIA AUXILIADORA CUNHA QUEIROZ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;22,00
AC;SENADOR GUIOMARD;12033790;;ESC CIVICO MILITAR PROFESSOR ALDACI SIMOES DA COSTA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL SISTEMA S;Pública;Não se aplica;166,00
